# Customers
CustomerID,CustomerName,Country
607,389,23,6,86.58
608,66,33,6,32.3
609,289,43,2,57.74
610,2,6,3,62.46
611,339,17,7,44.09
612,118,46,8,87.2
613,161,37,8,35.51
614,442,41,5,54.36
615,463,9,2,73.73
616,112,2,7,23.24
617,22,5,9,14.14
618,117,15,2,99.66
619,330,14,2,82.67
620,53,36,7,83.02
621,75,24,6,46.67
622,336,8,9,63.35
623,450,5,8,23.34
624,285,17,2,35.1
625,257,9,1,40.0
626,199,17,6,39.34
627,479,19,7,49.51
628,150,4,8,80.85
629,202,28,7,57.28
630,1,20,8,13.82
631,454,42,1,19.29
632,210,46,2,74.38
633,229,19,8,13.44
634,163,13,8,73.93
635,437,36,9,57.72
636,401,33,4,35.87
637,448,23,7,37.19
638,123,50,8,73.93
639,72,4,9,65.13
640,255,6,6,57.06
641,59,15,8,32.09
642,483,36,7,30.36
643,149,27,8,17.67
644,110,35,4,10.99
645,208,31,1,92.42
646,128,14,3,79.62
647,280,2,7,22.47
648,266,19,1,34.15
649,309,24,2,21.66
650,150,1,8,24.4
651,472,15,1,53.6
652,447,35,5,73.18
653,494,37,3,75.13
654,406,29,4,83.57
655,52,33,6,37.69
656,373,34,2,65.26
657,205,35,5,39.67
658,298,50,4,18.42
659,98,19,7,92.37
660,205,9,1,81.44
661,338,21,2,36.95
662,112,16,6,77.23
663,497,16,2,65.36
664,352,5,8,85.54
665,298,8,2,47.79
666,368,30,6,31.39
667,180,5,8,76.14
668,294,44,9,26.57
669,474,23,3,75.59
670,371,6,4,71.14
671,385,6,7,70.79
672,140,45,6,90.2
673,223,22,2,22.23
674,313,45,4,36.1
675,213,47,9,55.5
676,265,20,1,90.73
677,75,24,2,46.7
678,486,26,6,12.54
679,273,33,4,22.56
680,418,45,3,12.96
681,479,20,7,15.02
682,35,33,8,68.64
683,304,35,9,44.67
684,136,9,4,96.56
685,387,36,1,58.18
686,96,50,2,61.76
687,493,49,9,82.29
688,13,35,4,75.73
689,74,50,5,77.05
690,279,40,2,77.95
691,407,18,4,34.91
692,137,18,5,87.74
693,244,17,8,26.8
694,165,9,1,48.49
695,107,34,8,70.8
696,300,41,9,14.63
697,358,3,6,76.71
698,113,18,3,87.41
699,432,19,2,58.51
700,273,28,3,49.16
701,95,1,1,82.51
702,45,46,3,54.55
703,247,45,8,60.24
704,385,36,9,15.76
705,289,45,6,20.84
706,96,35,8,35.77
707,388,7,6,78.21
708,185,22,2,46.08
709,457,38,1,97.0
710,428,26,1,85.46
711,36,22,6,30.18
712,173,3,6,66.66
713,336,36,5,36.84
714,89,14,3,16.98
715,189,22,1,75.97
716,314,26,4,38.59
717,317,14,8,46.69
718,379,16,6,14.39
719,343,21,5,87.53
720,272,43,7,26.84
721,468,17,1,50.03
722,61,34,4,89.69
723,119,6,8,54.99
724,268,49,7,14.85
725,92,16,6,15.54
726,354,23,7,83.11
727,164,34,1,11.95
728,191,25,3,89.9
729,47,50,4,67.98
730,111,24,1,66.16
731,121,44,4,83.59
732,188,43,7,73.11
733,232,8,4,62.6
734,119,21,5,32.79
735,435,22,5,73.38
736,308,33,7,28.61
737,18,3,4,35.09
738,85,48,4,78.23
739,55,13,1,20.25
740,446,22,1,69.87
741,360,27,9,22.81
742,471,2,4,22.76
743,102,42,5,18.89
744,40,18,5,36.53
745,322,24,6,67.49
746,55,35,9,95.78
747,117,18,3,54.21
748,60,6,8,81.6
749,86,8,5,29.02
750,146,32,9,30.82
751,270,30,5,23.07
752,182,4,7,12.94
753,237,44,5,18.75
754,134,40,6,14.0
755,91,20,6,75.13
756,373,9,5,46.69
757,117,23,6,33.94
758,445,23,4,72.82
759,191,8,9,82.37
760,344,23,2,53.41
761,75,31,6,45.42
762,125,33,3,77.57
763,399,40,8,78.17
764,353,26,5,52.35
765,385,40,1,48.08
766,234,28,5,77.87
767,274,28,2,68.6
768,363,41,2,62.61
769,274,19,4,85.38
770,90,7,7,14.31
771,254,42,9,27.81
772,305,16,2,38.15
773,119,43,2,59.32
774,23,44,8,52.93
775,92,7,3,17.87
776,350,37,5,22.4
777,146,49,6,55.47
778,1,43,4,68.37
779,326,25,7,48.9
780,444,39,7,92.16
781,257,30,9,29.67
782,68,7,2,28.05
783,45,48,8,44.24
784,122,27,2,76.1
785,19,40,4,14.06
786,380,11,4,31.13
787,341,22,3,62.6
788,245,32,2,66.33
789,306,7,6,33.87
790,478,5,3,52.86
791,170,44,4,18.22
792,357,47,3,16.48
793,126,14,2,13.88
794,431,30,6,90.47
795,126,22,8,93.21
796,183,25,3,77.0
797,78,31,7,90.1
798,499,38,8,75.73
799,166,40,7,11.98
800,128,3,9,47.99
801,95,35,6,66.66
802,1,16,2,30.79
803,37,1,6,52.29
804,157,37,8,38.61
805,448,16,8,55.98
806,392,15,4,30.65
807,145,16,4,77.66
808,138,43,1,63.73
809,415,6,3,32.95
810,103,40,1,78.47
811,442,47,3,65.62
812,434,30,9,97.54
813,90,28,2,77.0
814,10,5,3,81.13
815,95,33,8,86.46
816,158,28,2,66.65
817,289,42,6,78.6
818,435,20,8,63.18
819,282,19,1,72.19
820,388,13,1,38.18
821,440,6,1,83.26
822,236,13,1,19.77
823,381,19,2,18.9
824,273,29,2,21.29
825,24,49,1,26.93
826,224,38,4,25.45
827,167,30,7,44.35
828,341,1,4,12.43
829,393,46,2,59.25
830,444,2,9,33.8
831,136,50,5,23.61
832,54,35,3,99.94
833,101,22,5,25.43
834,88,9,1,32.09
835,153,46,8,34.96
836,3,39,6,47.92
837,445,10,3,29.45
838,376,19,9,36.71
839,302,12,3,55.9
840,420,14,2,59.72
841,449,37,2,53.07
842,138,32,8,63.49
843,30,24,4,67.63
844,376,35,6,33.36
845,252,38,3,69.97
846,470,28,3,22.14
847,422,22,1,45.01
848,148,3,7,61.5
849,404,22,1,27.25
850,303,14,9,48.53
851,227,34,8,79.64
852,98,50,9,91.78
853,108,15,4,28.84
854,141,48,1,16.57
855,182,46,3,38.69
856,348,30,6,94.74
857,406,42,6,42.52
858,183,20,7,84.78
859,338,47,3,64.47
860,249,32,3,70.68
861,266,50,1,21.37
862,231,34,7,94.27
863,27,28,1,64.27
864,431,6,9,60.28
865,76,38,4,12.04
866,308,7,3,81.85
867,76,33,5,23.52
868,297,7,2,79.61
869,398,18,2,74.72
870,22,24,4,48.53
871,294,13,1,28.09
872,457,43,1,22.68
873,175,14,4,72.5
874,351,7,6,73.34
875,399,7,3,85.04
876,152,28,6,85.89
877,434,26,8,73.09
878,222,40,6,68.69
879,272,36,5,17.35
880,64,27,2,20.87
881,155,31,3,33.39
882,228,43,4,80.12
883,111,1,6,37.08
884,486,1,5,11.3
885,59,34,8,53.29
886,71,29,8,68.37
887,169,40,5,76.73
888,156,38,2,83.98
889,408,47,5,11.67
890,467,50,5,71.94
891,197,31,8,50.06
892,221,6,4,22.79
893,448,19,8,71.27
894,21,2,2,18.73
895,467,47,6,27.84
896,33,39,3,34.26
897,462,18,8,10.19
898,469,42,3,55.08
899,20,47,3,90.68
900,456,40,2,98.89
901,144,31,5,88.13
902,500,24,9,47.46
903,383,17,1,65.27
904,14,18,7,43.01
905,81,10,8,17.69
906,459,50,6,54.59
907,323,4,4,78.27
908,247,14,7,31.92
909,366,25,8,51.59
910,232,23,9,33.32
911,452,2,5,55.15
912,390,7,6,48.13
913,258,1,5,20.99
914,446,5,3,77.34
915,431,2,8,14.25
916,12,44,2,20.42
917,128,23,3,90.58
918,434,18,8,23.39
919,453,25,7,43.99
920,326,6,2,95.86
921,101,42,9,17.3
922,427,3,3,63.43
923,258,48,8,63.32
924,311,19,7,32.97
925,316,28,3,36.04
926,369,43,3,38.25
927,103,26,8,75.25
928,382,39,6,81.41
929,461,1,5,47.81
930,293,30,3,30.4
931,273,30,5,41.7
932,280,27,8,21.06
933,390,21,5,16.1
934,475,30,1,42.26
935,334,49,5,54.26
936,365,13,8,46.59
937,35,36,4,65.71
938,10,31,6,94.93
939,148,20,5,73.41
940,369,14,1,69.31
941,252,38,5,62.69
942,110,4,6,21.98
943,354,40,5,27.75
944,161,7,9,90.52
945,87,40,2,91.76
946,34,20,7,90.07
947,251,3,3,90.22
948,429,44,6,53.28
949,48,45,4,44.46
950,95,42,5,33.11
951,326,4,2,29.61
952,455,14,2,82.79
953,270,4,6,20.14
954,500,24,9,70.83
955,395,39,5,62.83
956,156,32,5,52.5
957,315,1,9,50.97
958,221,15,4,17.38
959,80,6,7,55.9
960,180,23,4,68.74
961,419,42,4,28.96
962,286,10,4,75.28
963,83,18,3,65.68
964,126,15,6,31.16
965,85,34,7,69.87
966,53,17,6,33.89
967,248,13,6,10.76
968,46,11,9,96.71
969,197,37,5,81.39
970,499,48,6,20.33
971,174,22,1,18.87
972,266,33,4,12.89
973,214,18,8,16.23
974,337,38,9,79.4
975,349,36,2,69.01
976,253,25,2,43.89
977,310,12,9,67.89
978,446,24,8,66.27
979,211,6,5,23.89
980,472,34,7,60.76
981,110,15,1,32.96
982,141,4,9,90.73
983,390,42,1,79.04
984,254,32,1,25.51
985,381,14,6,86.29
986,422,1,4,76.11
987,441,26,7,78.85
988,401,47,5,94.75
989,468,5,2,66.33
990,279,12,8,31.15
991,136,1,2,29.06
992,477,19,2,88.92
993,119,15,5,20.91
994,253,7,2,39.24
995,328,9,2,62.23
996,270,50,8,30.13
997,214,49,8,82.3
998,420,9,7,38.42
999,420,39,5,13.37
1000,345,28,4,74.04

# Products
ProductID,ProductName,CategoryID,SupplierID
1,Product_1,1,1
2,Product_2,1,3
3,Product_3,2,9
4,Product_4,5,6
5,Product_5,2,6
6,Product_6,4,3
7,Product_7,3,8
8,Product_8,5,10
9,Product_9,3,5
10,Product_10,1,8
11,Product_11,4,7
12,Product_12,5,10
13,Product_13,3,10
14,Product_14,5,4
15,Product_15,5,8
16,Product_16,2,5
17,Product_17,2,7
18,Product_18,5,5
19,Product_19,3,1
20,Product_20,2,5
21,Product_21,1,2
22,Product_22,5,10
23,Product_23,4,5
24,Product_24,3,7
25,Product_25,1,3
26,Product_26,4,5
27,Product_27,5,3
28,Product_28,5,9
29,Product_29,2,10
30,Product_30,2,3
31,Product_31,5,8
32,Product_32,4,9
33,Product_33,5,10
34,Product_34,5,4
35,Product_35,4,6
36,Product_36,2,2
37,Product_37,3,8
38,Product_38,3,1
39,Product_39,4,3
40,Product_40,2,3
41,Product_41,4,8
42,Product_42,2,7
43,Product_43,4,2
44,Product_44,1,5
45,Product_45,2,1
46,Product_46,1,10
47,Product_47,4,4
48,Product_48,4,1
49,Product_49,1,6
50,Product_50,2,1

# Categories
CategoryID,CategoryName
1,Category_1
2,Category_2
3,Category_3
4,Category_4
5,Category_5

# Suppliers
SupplierID,SupplierName,Country
1,Supplier_1,China
2,Supplier_2,India
3,Supplier_3,India
4,Supplier_4,India
5,Supplier_5,Germany
6,Supplier_6,Germany
7,Supplier_7,Germany
8,Supplier_8,Japan
9,Supplier_9,Germany
10,Supplier_10,Japan
